Bin Edges (MeV)	Photon Count
3.27500555	3132.0
3.2859955	2990.0
3.29698545	3105.0
3.3079754	3097.0
3.31896535	3003.0
3.3299553	2957.0
3.34094525	2762.0
3.3519352	2941.0
3.36292515	2826.0
3.3739151	2805.0
3.38490504	2690.0
3.39589499	2627.0
3.40688494	2684.0
3.41787489	2677.0
3.42886484	2584.0
3.43985479	2594.0
3.45084474	2420.0
3.46183469	2447.0
3.47282464	2554.0
3.48381459	2406.0
3.49480454	2366.0
3.50579449	2280.0
3.51678444	2392.0
3.52777439	2251.0
3.53876434	2275.0
3.54975429	2172.0
3.56074424	2152.0
3.57173419	2138.0
3.58272414	2188.0
3.59371409	2110.0
3.60470404	2001.0
3.61569399	2069.0
3.62668393	2021.0
3.63767388	1941.0
3.64866383	1799.0
3.65965378	1844.0
3.67064373	1776.0
3.68163368	1765.0
3.69262363	1770.0
3.70361358	1825.0
3.71460353	1731.0
3.72559348	1637.0
3.73658343	1702.0
3.74757338	1584.0
3.75856333	1582.0
3.76955328	1615.0
3.78054323	1495.0
3.79153318	1510.0
3.80252313	1473.0
3.81351308	1401.0
3.82450303	1400.0
3.83549298	1395.0
3.84648293	1403.0
3.85747288	1390.0
3.86846282	1292.0
3.87945277	1258.0
3.89044272	1228.0
3.90143267	1204.0
3.91242262	1161.0
3.92341257	1178.0
3.93440252	1063.0
3.94539247	1027.0
3.95638242	1132.0
3.96737237	1041.0
3.97836232	1082.0
3.98935227	995.0
4.00034222	954.0
4.01133217	917.0
4.02232212	987.0
4.03331207	836.0
4.04430202	854.0
4.05529197	883.0
4.06628192	834.0
4.07727187	759.0
4.08826182	751.0
4.09925177	751.0
4.11024172	710.0
4.12123166	738.0
4.13222161	687.0
4.14321156	626.0
4.15420151	603.0
4.16519146	552.0
4.17618141	577.0
4.18717136	554.0
4.19816131	510.0
4.20915126	544.0
4.22014121	474.0
4.23113116	421.0
4.24212111	432.0
4.25311106	424.0
4.26410101	393.0
4.27509096	373.0
4.28608091	353.0
4.29707086	321.0
4.30806081	320.0
4.31905076	243.0
4.33004071	257.0
4.34103066	276.0
4.35202061	221.0
4.36301055	210.0
4.3740005	192.0
4.38499045	172.0
4.3959804	157.0
4.40697035	157.0
4.4179603	112.0
4.42895025	102.0
4.4399402	67.0
4.45093015	64.0
4.4619201	99.0
4.47291005	85.0
