Bin Edges (MeV)	Neutron Count
0.62216277	0.05402304
0.62716122	0.05555026
0.63215967	0.05639992
0.63715813	0.05390473
0.64215658	0.05310885
0.64715503	0.05413059
0.65215348	0.05341692
0.65715193	0.05275373
0.66215038	0.05248067
0.66714884	0.05230592
0.67214729	0.05234961
0.67714574	0.05016519
0.68214419	0.04884362
0.68714264	0.05114862
0.69214109	0.04940941
0.69713955	0.04980805
0.702138	0.04961981
0.70713645	0.0481249
0.7121349	0.04884467
0.71713335	0.0469622
0.7221318	0.04824976
0.72713026	0.04764258
0.73212871	0.04730627
0.73712716	0.04709328
0.74212561	0.04513153
0.74712406	0.04597228
0.75212251	0.04559114
0.75712096	0.04652977
0.76211942	0.04652246
0.76711787	0.04492449
0.77211632	0.04513982
0.77711477	0.04400651
0.78211322	0.04286186
0.78711167	0.0444485
0.79211013	0.04315036
0.79710858	0.0428567
0.80210703	0.04320001
0.80710548	0.04236462
0.81210393	0.04181532
0.81710238	0.04130035
0.82210084	0.04024267
0.82709929	0.04148411
0.83209774	0.04035293
0.83709619	0.04045681
0.84209464	0.04061841
0.84709309	0.04020288
0.85209155	0.03895628
0.85709	0.03906367
0.86208845	0.03811335
0.8670869	0.03806683
0.87208535	0.0382064
0.8770838	0.03813662
0.88208226	0.03656649
0.88708071	0.03758998
0.89207916	0.03639867
0.89707761	0.03670555
0.90207606	0.03571035
0.90707451	0.03448098
0.91207297	0.03527714
0.91707142	0.03336869
0.92206987	0.0349376
0.92706832	0.03361605
0.93206677	0.03368059
0.93706522	0.03316243
0.94206368	0.03356283
0.94706213	0.03237341
0.95206058	0.0316786
0.95705903	0.03158439
0.96205748	0.0321521
0.96705593	0.03186116
0.97205439	0.03061843
0.97705284	0.0323109
0.98205129	0.03057109
0.98704974	0.02976627
0.99204819	0.03054742
0.99704664	0.02911267
1.00204509	0.02995296
1.00704355	0.02862172
1.012042	0.029323
1.01704045	0.0282057
1.0220389	0.02742122
1.02703735	0.02729047
1.0320358	0.02802001
1.03703426	0.0275795
1.04203271	0.02831909
1.04703116	0.02660133
1.05202961	0.02601682
1.05702806	0.02506251
1.06202651	0.02590946
1.06702497	0.0264183
1.07202342	0.0257952
1.07702187	0.02543627
1.08202032	0.02437144
1.08701877	0.02423983
1.09201722	0.02441929
1.09701568	0.0245868
1.10201413	0.02405653
1.10701258	0.02341069
1.11201103	0.02314684
1.11700948	0.02169566
1.12200793	0.02156374
1.12700639	0.02253519
1.13200484	0.02135087
1.13700329	0.02176028
1.14200174	0.02069089
1.14700019	0.02001801
1.15199864	0.02051065
1.1569971	0.02035445
1.16199555	0.01992189
1.166994	0.0190738
1.17199245	0.01889028
1.1769909	0.01820446
1.18198935	0.01923921
1.18698781	0.0190106
1.19198626	0.01886622
1.19698471	0.01766302
1.20198316	0.01757127
1.20698161	0.01758251
1.21198006	0.01679973
1.21697851	0.01660704
1.22197697	0.01654683
1.22697542	0.01581222
1.23197387	0.01633006
1.23697232	0.01639318
1.24197077	0.01601236
1.24696922	0.01589188
1.25196768	0.0149521
1.25696613	0.0156991
1.26196458	0.01381955
1.26696303	0.0142051
1.27196148	0.01489242
1.27695993	0.01374825
1.28195839	0.01363981
1.28695684	0.01277226
1.29195529	0.01330243
1.29695374	0.01276021
1.30195219	0.01237463
1.30695064	0.01199885
1.3119491	0.01202164
1.31694755	0.0108532
1.321946	0.01234687
1.32694445	0.01128685
1.3319429	0.01107002
1.33694135	0.01123866
1.34193981	0.00958373
1.34693826	0.01091836
1.35193671	0.01029239
1.35693516	0.00995533
1.36193361	0.00965439
1.36693206	0.01024424
1.37193052	0.00930529
1.37692897	0.00936982
1.38192742	0.00888719
1.38692587	0.00816564
1.39192432	0.00794917
1.39692277	0.00827387
1.40192123	0.00852642
1.40691968	0.00790107
1.41191813	0.00797563
1.41691658	0.00778265
1.42191503	0.00664168
1.42691348	0.00695394
1.43191193	0.00667771
1.43691039	0.00698997
1.44190884	0.00662899
1.44690729	0.00652315
1.45190574	0.00610346
1.45690419	0.0060555
1.46190264	0.00552789
1.4669011	0.00519214
1.47189955	0.00562382
1.476898	0.00509469
1.48189645	0.00467978
1.4868949	0.0047875
1.49189335	0.00420103
1.49689181	0.0047875
1.50189026	0.00467978
1.50688871	0.00405741
1.51188716	0.00381606
1.51688561	0.0038458
1.52188406	0.00343972
1.52688252	0.00306947
1.53188097	0.0031053
1.53687942	0.00267534
1.54187787	0.00291421
1.54687632	0.00282783
1.55187477	0.00244266
1.55687323	0.00168008
1.56187168	0.00201371
1.56687013	0.00187072
1.57186858	0.00175157
1.57686703	0.00196605
1.58186548	0.001345
1.58686394	0.00125978
1.59186239	0.00110528
1.59686084	0.00076062
1.60185929	0.00091513
1.60685774	0.00073686
1.61185619	0.0007012
1.61685465	0.00070007
1.6218531	0.0010785
1.62685155	0.00010666
